NASA SC(2)-0414 AIRFOIL
 0.5765231    -0.0532713
 0.5876979    -0.0514874
 0.5988812    -0.0495711
 0.6100645    -0.0475282
 0.6212823    -0.0454685
 0.6325000    -0.0432735
 0.6438056    -0.0409767
 0.6551989    -0.0386138
 0.6668039    -0.0361269
 0.6785373    -0.0336345
 0.6903684    -0.0310017
 0.7024377    -0.0283080
 0.7146116    -0.0255893
 0.7267102    -0.0228870
 0.7385558    -0.0202439
 0.7500099    -0.0176842
 0.7611825    -0.0152998
 0.7721412    -0.0129770
 0.7829982    -0.0107723
 0.7937638    -0.0086155
 0.8045251    -0.0065383
 0.8152465    -0.0045058
 0.8259477    -0.0026044
 0.8365639    -0.0008316
 0.8470145     0.0008172
 0.8572743     0.0022396
 0.8674165     0.0035241
 0.8773453     0.0045998
 0.8871255     0.0055445
 0.8966254     0.0063066
 0.9059034     0.0068824
 0.9149399     0.0072169
 0.9238654     0.0073472
 0.9325898     0.0073011
 0.9411866     0.0070317
 0.9496510     0.0066337
 0.9578833     0.0061142
 0.9658647     0.0054242
 0.9736231     0.0045649
 0.9811507     0.0035608
 0.9884354     0.0024269
 0.9954631     0.0011823
 1.0000000     0.0003000
